Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload
10550,Supermedia,Warsaw,2019-04-09T19:28:47.122218,2.0495705878425583,32.54,8288967.676179658,15073458.131647622
10550,Supermedia,Warsaw,2019-04-09T20:00:52.930370,2.0495705878425583,69.89,8393829.067618703,5330787.806444768
10550,Supermedia,Warsaw,2019-04-09T21:00:51.901473,2.0495705878425583,27.218,12046242.54873003,22985713.353615448
10550,Supermedia,Warsaw,2019-04-09T22:00:52.040255,2.0495705878425583,28.851,14949285.046023548,11764910.296295889
10550,Supermedia,Warsaw,2019-04-09T23:00:55.004752,2.0495705878425583,26.978,17744986.14676733,6069458.125377366
10550,Supermedia,Warsaw,2019-04-10T00:00:51.148831,2.0495705878425583,27.916,17911036.46591342,3587021.6364964745
4166,Orange Polska S.A.,Warsaw,2019-04-10T01:00:50.131411,2.0495705878425583,27.856,25970336.471465267,22513942.043755967
18199,Vectra S.A,Warszawa,2019-04-10T02:00:50.038611,2.0495705878425583,29.66,26171507.525053646,23501835.063021757
10550,Supermedia,Warsaw,2019-04-10T03:00:50.279364,2.0495705878425583,28.633,29837478.845810447,23026036.61742061
18199,Vectra S.A,Warszawa,2019-04-10T04:00:49.950019,2.0495705878425583,30.396,16545924.016506242,22679308.3074744
4166,Orange Polska S.A.,Warsaw,2019-04-10T05:00:51.861403,2.0495705878425583,35.63,13344276.18445952,22099110.94919397
10550,Supermedia,Warsaw,2019-04-10T06:00:51.168932,2.0495705878425583,47.987,14072190.014967982,16272772.738455402
10550,Supermedia,Warsaw,2019-04-10T07:00:52.239295,2.0495705878425583,30.373,12562778.656580208,3566018.594996235
10550,Supermedia,Warsaw,2019-04-10T08:00:57.064908,2.0495705878425583,33.003,24871946.68044245,43966249.903748356
4166,Orange Polska S.A.,Warsaw,2019-04-10T09:00:50.448541,2.0495705878425583,30.299,15950708.529130654,22532065.41607039
10550,Supermedia,Warsaw,2019-04-10T10:00:53.179817,2.0495705878425583,33.716,20814664.37941586,3452416.0355995437
18199,Vectra S.A,Warszawa,2019-04-10T11:01:01.033074,2.0495705878425583,36.399,5265247.264069911,41639617.86085491
10550,Supermedia,Warsaw,2019-04-10T12:00:49.981160,2.0495705878425583,31.612,8566060.328473542,20257017.82284631
4166,Orange Polska S.A.,Warsaw,2019-04-10T13:00:51.515963,2.0495705878425583,32.305,9695579.949366478,20151247.502339263
10550,Supermedia,Warsaw,2019-04-10T14:00:53.504906,2.0495705878425583,36.298,18188792.980999462,21225677.510580324
10550,Supermedia,Warsaw,2019-04-10T15:00:57.420504,2.0495705878425583,48.223,11862700.378016436,17222468.638261437
10550,Supermedia,Warsaw,2019-04-10T16:00:51.060992,2.0495705878425583,41.124,14137212.572964424,19562167.49860337
18199,Vectra S.A,Warszawa,2019-04-10T17:00:51.269845,2.0495705878425583,36.866,11573367.988057917,22850407.34149426
4166,Orange Polska S.A.,Warsaw,2019-04-10T18:00:51.289737,2.0495705878425583,49.002,9049320.747302191,22961423.652697314
4166,Orange Polska S.A.,Warsaw,2019-04-10T19:00:56.834283,2.0495705878425583,33.886,12011432.034788586,20730878.349880338
10550,Supermedia,Warsaw,2019-04-10T20:00:51.154201,2.0495705878425583,64.909,9438863.499400582,3291154.3052407824
10550,Supermedia,Warsaw,2019-04-10T21:00:50.636352,2.0495705878425583,34.985,11379213.622465242,23538782.904297117
4166,Orange Polska S.A.,Warsaw,2019-04-10T22:00:50.092796,2.0495705878425583,31.475,17015687.01299399,21606551.37986045
10550,Supermedia,Warsaw,2019-04-10T23:00:51.449188,2.0495705878425583,27.958,15821663.721098406,20352614.365488436
